org_id remap_id freebase_id
1837 732 http://dbpedia.org/resource/The_Odd_Couple_II
3610 733 http://dbpedia.org/resource/Roustabout_(film)
1854 747 http://dbpedia.org/resource/Kissing_a_Fool
169 752 http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
2160 759 http://dbpedia.org/resource/Rosemary's_Baby_(film)
2611 763 http://dbpedia.org/resource/The_Winslow_Boy_(1999_film)
3555 764 http://dbpedia.org/resource/U-571_(film)
3647 765 http://dbpedia.org/resource/Running_Free_(film)
2574 767 http://dbpedia.org/resource/The_Out-of-Towners_(1999_film)
1601 769 http://dbpedia.org/resource/Hoodlum_(film)
2645 772 http://dbpedia.org/resource/Dracula_(1958_film)
3339 779 http://dbpedia.org/resource/Cross_of_Iron
2015 788 http://dbpedia.org/resource/The_Absent-Minded_Professor
289 792 http://dbpedia.org/resource/Only_You_(1994_film)
1541 802 http://dbpedia.org/resource/Addicted_to_Love_(film)
1386 803 http://dbpedia.org/resource/Terror_in_a_Texas_Town
3107 807 http://dbpedia.org/resource/Backdraft_(film)
1596 808 http://dbpedia.org/resource/Career_Girls
1864 820 http://dbpedia.org/resource/Sour_Grapes_(film)
1570 835 http://dbpedia.org/resource/Tetsuo_II:_Body_Hammer
2000 837 http://dbpedia.org/resource/Lethal_Weapon
3402 845 http://dbpedia.org/resource/Turtle_Diary
903 858 http://dbpedia.org/resource/Vertigo_(film)
3547 862 http://dbpedia.org/resource/Prick_Up_Your_Ears
1577 865 http://dbpedia.org/resource/Mondo_cane
1522 869 http://dbpedia.org/resource/Ripe_(film)
3776 871 http://dbpedia.org/resource/Melody_Time
2441 873 http://dbpedia.org/resource/The_Hi-Lo_Country
1191 875 http://dbpedia.org/resource/Madonna:_Truth_or_Dare
479 878 http://dbpedia.org/resource/Judgment_Night_(film)
2068 879 http://dbpedia.org/resource/Fanny_and_Alexander
2195 880 http://dbpedia.org/resource/Dirty_Work_(1998_film)
1597 881 http://dbpedia.org/resource/Conspiracy_Theory_(film)
3913 885 http://dbpedia.org/resource/Barenaked_in_America
3928 892 http://dbpedia.org/resource/Abbott_and_Costello_Meet_Frankenstein
375 897 http://dbpedia.org/resource/Safe_Passage_(film)
1214 900 http://dbpedia.org/resource/Alien_(film)
1472 903 http://dbpedia.org/resource/City_of_Industry_(film)
2492 911 http://dbpedia.org/resource/20_Dates
2297 918 http://dbpedia.org/resource/What_Dreams_May_Come_(film)
2107 919 http://dbpedia.org/resource/Halloween_H20:_20_Years_Later
244 928 http://dbpedia.org/resource/Gumby:_The_Movie
1238 931 http://dbpedia.org/resource/Local_Hero
2278 933 http://dbpedia.org/resource/Ronin_(film)
2881 946 http://dbpedia.org/resource/Double_Jeopardy_(film)
271 947 http://dbpedia.org/resource/Losing_Isaiah
3008 952 http://dbpedia.org/resource/Last_Night_(1998_film)
3576 953 http://dbpedia.org/resource/The_Hidden_(film)
3155 954 http://dbpedia.org/resource/Anna_and_the_King
2617 963 http://dbpedia.org/resource/The_Mummy_(1999_film)
1557 965 http://dbpedia.org/resource/Squeeze_Play!
1167 967 http://dbpedia.org/resource/Dear_God_(film)
3374 970 http://dbpedia.org/resource/Daughters_of_the_Dust
716 987 http://dbpedia.org/resource/Switchblade_Sisters
1855 1000 http://dbpedia.org/resource/Krippendorf's_Tribe
3848 1009 http://dbpedia.org/resource/Silent_Fall
3357 1010 http://dbpedia.org/resource/East/West
2356 1013 http://dbpedia.org/resource/Celebrity_(film)
2196 1019 http://dbpedia.org/resource/Knock_Off_(film)
648 1021 http://dbpedia.org/resource/Mission:_Impossible_(film)
2753 1023 http://dbpedia.org/resource/The_Bedroom_Window
3159 1028 http://dbpedia.org/resource/Fantasia_2000
3105 1032 http://dbpedia.org/resource/Awakenings
1438 1042 http://dbpedia.org/resource/Dante's_Peak
953 1044 http://dbpedia.org/resource/It's_a_Wonderful_Life_(1994_film)
10 1056 http://dbpedia.org/resource/GoldenEye
188 1057 http://dbpedia.org/resource/Prophecy_(film)
1005 1062 http://dbpedia.org/resource/D3:_The_Mighty_Ducks
1635 1064 http://dbpedia.org/resource/The_Ice_Storm_(film)
2837 1068 http://dbpedia.org/resource/Bedrooms_and_Hallways
701 1070 http://dbpedia.org/resource/Daens_(film)
2954 1074 http://dbpedia.org/resource/Penitentiary_(1979_film)
402 1081 http://dbpedia.org/resource/Open_Season
2542 1083 http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels
2775 1085 http://dbpedia.org/resource/Howl's_Moving_Castle_(film)
2975 1087 http://dbpedia.org/resource/Best_Man_Wins
3287 1088 http://dbpedia.org/resource/The_Tigger_Movie
2433 1092 http://dbpedia.org/resource/A_Civil_Action_(film)
292 1098 http://dbpedia.org/resource/Outbreak_(film)
364 1107 http://dbpedia.org/resource/Leo_the_Lion:_King_of_the_Jungle
2424 1108 http://dbpedia.org/resource/You've_Got_Mail
2487 1112 http://dbpedia.org/resource/Blood,_Guts,_Bullets_and_Octane
3397 1114 http://dbpedia.org/resource/The_Great_Muppet_Caper
1817 1115 http://dbpedia.org/resource/No_Looking_Back
805 1116 http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
199 1117 http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
517 1118 http://dbpedia.org/resource/Rising_Sun_(film)
3147 1120 http://dbpedia.org/resource/The_Green_Mile_(film)
1370 1121 http://dbpedia.org/resource/Die_Hard_2
950 1122 http://dbpedia.org/resource/The_Thin_Man_Goes_Home
99 1134 http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam
1021 1136 http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)
1424 1146 http://dbpedia.org/resource/Inside_Man
3769 1149 http://dbpedia.org/resource/Thunderbolt_and_Lightfoot
2464 1154 http://dbpedia.org/resource/Trick_or_Treat_(1986_film)
405 1155 http://dbpedia.org/resource/Highlander_III:_The_Sorcerer
1085 1159 http://dbpedia.org/resource/The_Old_Man_and_the_Sea_(1958_film)
3548 1165 http://dbpedia.org/resource/Auntie_Mame_(film)
3180 1173 http://dbpedia.org/resource/Play_It_to_the_Bone
1024 1177 http://dbpedia.org/resource/The_Three_Caballeros
957 1178 http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film)
1276 1179 http://dbpedia.org/resource/Cool_Hand_Luke
1363 1180 http://dbpedia.org/resource/The_Preacher's_Wife
3331 1183 http://dbpedia.org/resource/My_Tutor
3352 1187 http://dbpedia.org/resource/Brown's_Requiem_(film)
1636 1190 http://dbpedia.org/resource/Stag_Night
1411 1192 http://dbpedia.org/resource/Hamlet_(1996_film)
3377 1194 http://dbpedia.org/resource/Hangmen_Also_Die!
3045 1202 http://dbpedia.org/resource/Peter's_Friends
1843 1208 http://dbpedia.org/resource/Slappy_and_the_Stinkers
1903 1214 http://dbpedia.org/resource/Hav_Plenty
1409 1226 http://dbpedia.org/resource/Michael_Jackson's_Thriller
3218 1228 http://dbpedia.org/resource/Poison_(film)
1405 1243 http://dbpedia.org/resource/Beavis_and_Butt-head_Do_America
2468 1254 http://dbpedia.org/resource/Jumpin'_Jack_Flash_(film)
3350 1256 http://dbpedia.org/resource/A_Raisin_in_the_Sun_(1961_film)
3056 1267 http://dbpedia.org/resource/Oxygen_(film)
2397 1268 http://dbpedia.org/resource/Mass_Appeal_(film)
3643 1270 http://dbpedia.org/resource/The_Fighting_Seabees
2109 1284 http://dbpedia.org/resource/The_Jerk
3431 1290 http://dbpedia.org/resource/Death_Wish_II
2693 1291 http://dbpedia.org/resource/Trekkies_(film)
1232 1294 http://dbpedia.org/resource/Stalker_(1979_film)
3347 1295 http://dbpedia.org/resource/Never_Cry_Wolf_(film)
2429 1297 http://dbpedia.org/resource/Mighty_Joe_Young_(1998_film)
2622 1303 http://dbpedia.org/resource/A_Midsummer_Night's_Dream_(1999_film)
2438 1307 http://dbpedia.org/resource/Outside_Ozona
1675 1308 http://dbpedia.org/resource/Incognito_(1937_film)
1334 1309 http://dbpedia.org/resource/The_Blob_(1988_film)
408 1312 http://dbpedia.org/resource/8_Seconds
1000 1313 http://dbpedia.org/resource/Curdled_(film)
3062 1322 http://dbpedia.org/resource/The_Longest_Day_(film)
1083 1323 http://dbpedia.org/resource/The_Great_Race
2825 1327 http://dbpedia.org/resource/Rosie_(1965_film)
3918 1332 http://dbpedia.org/resource/Hellbound:_Hellraiser_II
197 1339 http://dbpedia.org/resource/The_Stars_Fell_on_Henrietta
2032 1344 http://dbpedia.org/resource/The_Barefoot_Executive
486 1346 http://dbpedia.org/resource/Life_with_Mikey
2434 1347 http://dbpedia.org/resource/Down_in_the_Delta
3343 1359 http://dbpedia.org/resource/And_God_Created_Woman_(1988_film)
1408 1375 http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
1613 1376 http://dbpedia.org/resource/Star_Maps_(film)
2727 1379 http://dbpedia.org/resource/Killer's_Kiss
2418 1387 http://dbpedia.org/resource/Nothing_in_Common
220 1394 http://dbpedia.org/resource/Castle_Freak
1861 1400 http://dbpedia.org/resource/Junk_Mail_(film)
1904 1403 http://dbpedia.org/resource/Henry_Fool
1056 1405 http://dbpedia.org/resource/Jude_(film)
3079 1408 http://dbpedia.org/resource/Mansfield_Park_(film)
671 1415 http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
3687 1422 http://dbpedia.org/resource/Light_Years_Away
2050 1429 http://dbpedia.org/resource/Herbie_Goes_Bananas
2410 1431 http://dbpedia.org/resource/Rocky_III
2268 1439 http://dbpedia.org/resource/A_Few_Good_Men
3161 1440 http://dbpedia.org/resource/Onegin_(film)
2169 1455 http://dbpedia.org/resource/Dead_Man_on_Campus
2644 1463 http://dbpedia.org/resource/Dracula_(1931_English-language_film)
490 1466 http://dbpedia.org/resource/Malice_(film)
2669 1470 http://dbpedia.org/resource/Pork_Chop_Hill
2408 1472 http://dbpedia.org/resource/Cocoon:_The_Return
1681 1478 http://dbpedia.org/resource/Mortal_Kombat:_Annihilation
3925 1482 http://dbpedia.org/resource/Stranger_Than_Paradise
1869 1483 http://dbpedia.org/resource/Black_Dog_(film)
326 1488 http://dbpedia.org/resource/To_Live_(1994_film)
2745 1490 http://dbpedia.org/resource/The_Mission_(1986_film)
2994 1491 http://dbpedia.org/resource/Sin_City_(film)
2518 1501 http://dbpedia.org/resource/Night_Shift_(film)
457 1522 http://dbpedia.org/resource/The_Fugitive_(1993_film)
2717 1543 http://dbpedia.org/resource/Ghostbusters_II
2180 1544 http://dbpedia.org/resource/Torn_Curtain
2659 1546 http://dbpedia.org/resource/It_Came_from_Hollywood
2106 1549 http://dbpedia.org/resource/Swing_Kids_(film)
1518 1552 http://dbpedia.org/resource/Breakdown
2414 1560 http://dbpedia.org/resource/Young_Sherlock_Holmes
96 1569 http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)
1568 1571 http://dbpedia.org/resource/Murder_Me,_Murder_You
850 1572 http://dbpedia.org/resource/Cyclo_(film)
1111 1576 http://dbpedia.org/resource/Microcosmos_(film)
3824 1579 http://dbpedia.org/resource/Autumn_in_New_York_(film)
1500 1581 http://dbpedia.org/resource/Grosse_Pointe_Blank
2971 1582 http://dbpedia.org/resource/All_That_Jazz_(film)
3728 1586 http://dbpedia.org/resource/One_False_Move
3710 1597 http://dbpedia.org/resource/Action_Jackson_(1988_film)
2627 1600 http://dbpedia.org/resource/Endurance_(film)
2862 1604 http://dbpedia.org/resource/Caligula_(film)
779 1605 http://dbpedia.org/resource/'Til_There_Was_You
3743 1606 http://dbpedia.org/resource/Boys_and_Girls_(2000_film)
3730 1608 http://dbpedia.org/resource/Conversation_Piece_(film)
2479 1611 http://dbpedia.org/resource/Gloria_(1980_film)
1666 1617 http://dbpedia.org/resource/Hugo_Pool
3529 1621 http://dbpedia.org/resource/The_Postman_Always_Rings_Twice_(1981_film)
3131 1622 http://dbpedia.org/resource/Broadway_Damage
1471 1627 http://dbpedia.org/resource/Boys_Life_2
3638 1631 http://dbpedia.org/resource/Moonraker_(film)
41 1633 http://dbpedia.org/resource/Richard_III_(1995_film)
1470 1634 http://dbpedia.org/resource/Rhyme_&_Reason_(film)
155 1643 http://dbpedia.org/resource/Beyond_Rangoon
1719 1647 http://dbpedia.org/resource/The_Sweet_Hereafter_(film)
711 1648 http://dbpedia.org/resource/Flipper_(1996_film)
3094 1651 http://dbpedia.org/resource/Maurice_(film)
1941 1656 http://dbpedia.org/resource/Hamlet_(1948_film)
1352 1658 http://dbpedia.org/resource/Albino_Alligator
1380 1663 http://dbpedia.org/resource/Grease_(film)
3702 1677 http://dbpedia.org/resource/Mad_Max
939 1678 http://dbpedia.org/resource/The_Reluctant_Debutante_(film)
2267 1689 http://dbpedia.org/resource/Mortal_Thoughts
3821 1691 http://dbpedia.org/resource/Nutty_Professor_II:_The_Klumps
2439 1699 http://dbpedia.org/resource/Affliction_(film)
1101 1700 http://dbpedia.org/resource/Top_Gun_(1955_film)
2571 1707 http://dbpedia.org/resource/The_Matrix_(franchise)
3457 1718 http://dbpedia.org/resource/Waking_the_Dead_(film)
2808 1726 http://dbpedia.org/resource/Universal_Soldier_(1992_film)
554 1733 http://dbpedia.org/resource/Trial_by_Jury_(film)
487 1742 http://dbpedia.org/resource/Lightning_Jack
1816 1757 http://dbpedia.org/resource/Two_Girls_and_a_Guy
1242 1767 http://dbpedia.org/resource/Glory_(1989_film)
3296 1771 http://dbpedia.org/resource/To_Sir,_with_Love_II
3865 1777 http://dbpedia.org/resource/The_Original_Kings_of_Comedy
1480 1780 http://dbpedia.org/resource/Smilla's_Sense_of_Snow_(film)
1104 1795 http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
1323 1797 http://dbpedia.org/resource/Amityville_3-D
942 1803 http://dbpedia.org/resource/Laura_(1944_film)
2075 1804 http://dbpedia.org/resource/Mephisto_(1981_film)
1126 1805 http://dbpedia.org/resource/Drop_Dead_Fred
708 1813 http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs
2043 1820 http://dbpedia.org/resource/Darby_O'Gill_and_the_Little_People
205 1821 http://dbpedia.org/resource/Unstrung_Heroes
1991 1824 http://dbpedia.org/resource/Child's_Play_(1988_film)
2338 1826 http://dbpedia.org/resource/I_Still_Know_What_You_Did_Last_Summer
587 1828 http://dbpedia.org/resource/Ghost_(1990_film)
3517 1836 http://dbpedia.org/resource/Bells_Are_Ringing_(film)
729 1840 http://dbpedia.org/resource/Institute_Benjamenta
1065 1841 http://dbpedia.org/resource/The_Woman_in_Question
295 1848 http://dbpedia.org/resource/A_Pyromaniac's_Love_Story
1439 1855 http://dbpedia.org/resource/Meet_Wally_Sparks
968 1861 http://dbpedia.org/resource/Night_of_the_Living_Dead_3D
3846 1871 http://dbpedia.org/resource/Easy_Money_(1983_film)
3825 1872 http://dbpedia.org/resource/Coyote_Ugly_(film)
2458 1884 http://dbpedia.org/resource/Armed_and_Dangerous_(film)
3644 1885 http://dbpedia.org/resource/Dark_Command
3524 1889 http://dbpedia.org/resource/Arthur_(1981_film)
1217 1895 http://dbpedia.org/resource/Ran_(film)
2041 1896 http://dbpedia.org/resource/Condorman
692 1904 http://dbpedia.org/resource/Solo_(1996_film)
3023 1908 http://dbpedia.org/resource/My_Best_Girl_(1927_film)
422 1914 http://dbpedia.org/resource/Blink_(film)
920 1915 http://dbpedia.org/resource/Gone_with_the_Wind_(film)
3490 1917 http://dbpedia.org/resource/Horror_Express
520 1918 http://dbpedia.org/resource/Robin_Hood:_Men_in_Tights
3036 1926 http://dbpedia.org/resource/Quest_for_Fire_(film)
501 1930 http://dbpedia.org/resource/Naked_(1993_film)
3381 1933 http://dbpedia.org/resource/Slaves_to_the_Underground
2865 1935 http://dbpedia.org/resource/Sugar_Town_(film)
2647 1938 http://dbpedia.org/resource/House_of_Frankenstein_(1944_film)
3835 1939 http://dbpedia.org/resource/Crush_(2001_film)
1306 1943 http://dbpedia.org/resource/Until_the_End_of_the_World
3252 1947 http://dbpedia.org/resource/Scent_of_a_Woman_(1992_film)
1566 1948 http://dbpedia.org/resource/Hercules_(1997_film)
1857 1964 http://dbpedia.org/resource/The_Real_Blonde
2815 1968 http://dbpedia.org/resource/Iron_Eagle
1228 1976 http://dbpedia.org/resource/Raging_Bull
2968 1981 http://dbpedia.org/resource/Time_Bandits
3660 1982 http://dbpedia.org/resource/Puppet_Master_(film)
3005 1983 http://dbpedia.org/resource/The_Bone_Collector
1441 1985 http://dbpedia.org/resource/The_Benny_Goodman_Story
2596 1988 http://dbpedia.org/resource/SLC_Punk!
2126 1990 http://dbpedia.org/resource/Snake_Eyes_(film)
2549 1993 http://dbpedia.org/resource/Wing_Commander_(film)
3466 1996 http://dbpedia.org/resource/Heart_and_Souls
2062 1999 http://dbpedia.org/resource/The_Governess
2120 2001 http://dbpedia.org/resource/Needful_Things_(film)
838 2002 http://dbpedia.org/resource/Emma
515 2011 http://dbpedia.org/resource/The_Remains_of_the_Day_(film)
1878 2014 http://dbpedia.org/resource/Woo_(film)
3097 2022 http://dbpedia.org/resource/The_Shop_Around_the_Corner
813 2023 http://dbpedia.org/resource/Larger_than_Life_(film)
2560 2031 http://dbpedia.org/resource/Ravenous
1274 2041 http://dbpedia.org/resource/Akira_(film)
2132 2042 http://dbpedia.org/resource/Who's_Afraid_of_Virginia_Woolf%3F_(film)
3146 2047 http://dbpedia.org/resource/Deuce_Bigalow:_Male_Gigolo
2301 2048 http://dbpedia.org/resource/History_of_the_World,_Part_I
1612 2054 http://dbpedia.org/resource/Kiss_Me,_Guido
884 2055 http://dbpedia.org/resource/Sweet_Nothings
1261 2056 http://dbpedia.org/resource/Evil_Dead_II
647 2075 http://dbpedia.org/resource/Courage_Under_Fire
2488 2077 http://dbpedia.org/resource/Peeping_Tom_(film)
3877 2081 http://dbpedia.org/resource/Supergirl_(film)
1178 2082 http://dbpedia.org/resource/Paths_of_Glory
3550 2087 http://dbpedia.org/resource/The_Hunger_Games_(film)
165 2088 http://dbpedia.org/resource/Die_Hard_with_a_Vengeance
1502 2090 http://dbpedia.org/resource/Kissed
1822 2098 http://dbpedia.org/resource/Meet_the_Deedles
3006 2099 http://dbpedia.org/resource/The_Insider_(film)
1918 2104 http://dbpedia.org/resource/Lethal_Weapon_4
105 2105 http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)
3649 2106 http://dbpedia.org/resource/American_Gigolo
1327 2109 http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)
3051 2114 http://dbpedia.org/resource/Anywhere_but_Here_(film)
1466 2117 http://dbpedia.org/resource/Donnie_Brasco_(film)
3927 2119 http://dbpedia.org/resource/Fantastic_Voyage
3221 2126 http://dbpedia.org/resource/The_Draughtsman's_Contract
