org_id remap_id
http://dbpedia.org/resource/Henry_Daniell 226
http://dbpedia.org/resource/Matthew_Sweet 227
http://dbpedia.org/resource/John_Glover_(actor) 228
http://dbpedia.org/resource/Federico_Fellini 229
http://dbpedia.org/resource/Jean-Louis_Trintignant 230
http://dbpedia.org/resource/Category:A_Nightmare_on_Elm_Street 231
http://dbpedia.org/resource/List_of_Nordic_Academy_Award_winners_and_nominees 232
http://dbpedia.org/resource/Category:Film_scores_by_Ry_Cooder 233
http://dbpedia.org/resource/Mark_Goldblatt 234
http://dbpedia.org/resource/Eric_Larson 235
http://dbpedia.org/resource/Category:BDSM_in_films 236
http://dbpedia.org/resource/Mark_Irwin 237
http://dbpedia.org/resource/Category:Cinergi_Pictures_films 238
http://dbpedia.org/resource/Koyaanisqatsi 239
http://dbpedia.org/resource/Charles_Orme 240
http://dbpedia.org/resource/Thomas_Haden_Church 241
http://dbpedia.org/resource/Spellbound_(1945_film) 242
http://dbpedia.org/resource/Lisa_Schwarzbaum 243
http://dbpedia.org/resource/Michael_Apted 244
http://dbpedia.org/resource/Political_Film_Society_Award_for_Peace 245
http://dbpedia.org/resource/Dan_Halsted 246
http://dbpedia.org/resource/Category:Italian_independent_films 247
http://dbpedia.org/resource/O'Neal_Compton 248
http://dbpedia.org/resource/Nicolas_Cage 249
http://dbpedia.org/resource/Category:Films_that_won_the_Best_Sound_Editing_Academy_Award 250
http://dbpedia.org/resource/Kyle_Cooper 251
http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog 252
http://dbpedia.org/resource/Mystery_Men 253
http://dbpedia.org/resource/Hurricane_Streets 254
http://dbpedia.org/resource/List_of_Nostalgia_Critic_episodes 255
http://dbpedia.org/resource/Brock_Winkless 256
http://dbpedia.org/resource/Geena_Davis 257
http://dbpedia.org/resource/Mario_Kassar 258
http://dbpedia.org/resource/Martin_Kenzie 259
http://dbpedia.org/resource/Nick_McLean 260
http://dbpedia.org/resource/22nd_Young_Artist_Awards 261
http://dbpedia.org/resource/Mika_Doi 262
http://dbpedia.org/resource/David_Lynch 263
http://dbpedia.org/resource/Deauville_American_Film_Festival 264
http://dbpedia.org/resource/Cincinnati 265
http://dbpedia.org/class/yago/WikicatDystopianFilms 266
http://dbpedia.org/resource/Grunge 267
http://dbpedia.org/resource/Eric_Idle 268
http://dbpedia.org/resource/Crimes_and_Misdemeanors 269
http://dbpedia.org/resource/De_Laurentiis_Entertainment_Group 270
http://dbpedia.org/resource/Polish_Wedding 271
http://dbpedia.org/resource/George_Gershwin 272
http://dbpedia.org/resource/Patrick_Williams_(composer) 273
http://dbpedia.org/resource/Category:1980s_biographical_films 274
http://dbpedia.org/resource/Grammy_Award_for_Best_Score_Soundtrack_Album_for_a_Motion_Picture,_Television_or_Other_Visual_Media 275
http://dbpedia.org/resource/Serial_killer 276
http://dbpedia.org/resource/The_Abyss 277
http://dbpedia.org/resource/Category:Films_featuring_a_Best_Actress_Academy_Award-winning_performance 278
http://dbpedia.org/resource/The_Shining_(film) 279
http://dbpedia.org/resource/Category:Films_directed_by_Mike_Nichols 280
http://dbpedia.org/resource/Max_Steiner 281
http://dbpedia.org/resource/Tommy_Lee_Wallace 282
http://dbpedia.org/resource/The_Thing_(1982_film) 283
http://dbpedia.org/resource/My_Best_Friend's_Wedding 284
http://dbpedia.org/resource/Timeline_of_music_in_the_United_States_(1970âpresent) 285
http://dbpedia.org/resource/Flying_Saucer_Daffy 286
http://dbpedia.org/resource/Claire_Bloom 287
http://dbpedia.org/resource/Jack_Pierce_(makeup_artist) 288
http://dbpedia.org/resource/Category:Films_set_in_the_1900s 289
http://dbpedia.org/resource/List_of_films_banned_in_Malaysia 290
http://dbpedia.org/resource/The_War_of_the_Worlds_(1953_film) 291
http://dbpedia.org/resource/Zelda_Rubinstein 292
http://dbpedia.org/resource/The_Navigator:_A_Medieval_Odyssey 293
http://dbpedia.org/resource/Moses_Gunn 294
http://dbpedia.org/resource/Caught_Up_(film) 295
http://dbpedia.org/resource/Carl_Foreman 296
http://dbpedia.org/resource/Araceli_de_LeÃ³n 297
http://dbpedia.org/resource/Barbarella_(film) 298
http://dbpedia.org/resource/Zeus_and_Roxanne 299
http://dbpedia.org/resource/All_the_Vermeers_in_New_York 300
http://dbpedia.org/resource/List_of_horror_films_of_1992 301
http://dbpedia.org/resource/October_Sky 302
http://dbpedia.org/resource/Steve_Zahn 303
http://dbpedia.org/resource/Harry_Connick,_Jr. 304
http://dbpedia.org/resource/Category:Films_produced_by_David_Brown 305
http://dbpedia.org/class/yago/WikicatSpanish-languageFilms 306
http://dbpedia.org/resource/Michael_Berryman 307
http://dbpedia.org/resource/Lisa_Jane_Persky 308
http://dbpedia.org/resource/List_of_incomplete_or_partially_lost_films 309
http://dbpedia.org/resource/Test_screening 310
http://dbpedia.org/resource/Rob_Lowe 311
http://dbpedia.org/resource/Mark_Rydell 312
http://dbpedia.org/resource/Vincent_Pastore 313
http://dbpedia.org/resource/Category:Snuff_films_in_fiction 314
http://dbpedia.org/resource/Sitges_Film_Festival 315
http://dbpedia.org/resource/Splatter_film 316
http://dbpedia.org/resource/British_Independent_Film_Awards 317
http://dbpedia.org/resource/What_Lies_Beneath 318
http://dbpedia.org/resource/The_Birdcage 319
http://dbpedia.org/resource/List_of_fictional_princesses 320
http://dbpedia.org/resource/Jack_Conley_(actor) 321
http://dbpedia.org/resource/David_Bowie 322
http://dbpedia.org/resource/Category:Supernatural_horror_films 323
http://dbpedia.org/resource/Haunted_house 324
http://dbpedia.org/resource/List_of_transgender_characters_in_film_and_television 325
http://dbpedia.org/resource/Jill_Bilcock 326
http://dbpedia.org/resource/Randy_Cartwright 327
http://dbpedia.org/resource/1972_in_film 328
http://dbpedia.org/resource/Category:1990s_sequel_films 329
http://dbpedia.org/resource/Category:Legal_films 330
http://dbpedia.org/class/yago/YagoLegalActorGeo 331
http://dbpedia.org/resource/Richard_Edson 332
http://dbpedia.org/resource/Jan_de_Bont 333
http://dbpedia.org/resource/John_Scott_(composer) 334
http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2 335
http://dbpedia.org/resource/Academy_Award_for_Sound_Editing 336
http://dbpedia.org/resource/Category:Films_set_in_Berlin 337
http://dbpedia.org/resource/Recording_Industry_Association_of_America 338
http://dbpedia.org/resource/Category:1945_films 339
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Award_for_Best_Supporting_Actress 340
http://dbpedia.org/resource/Game_Boy_Color 341
http://dbpedia.org/resource/Category:Mafia_films 342
http://dbpedia.org/resource/Dennis_Quaid 343
http://dbpedia.org/resource/Category:Films_about_technological_impact 344
http://dbpedia.org/resource/Born_American 345
http://dbpedia.org/resource/Columbia_University_School_of_the_Arts 346
http://dbpedia.org/resource/San_Francisco_Chronicle 347
http://dbpedia.org/resource/Tim_Suhrstedt 348
http://dbpedia.org/resource/Category:Films_about_paraplegics_or_quadriplegics 349
http://dbpedia.org/resource/Julianne_Moore 350
http://dbpedia.org/resource/MTV_Movie_Awards 351
http://dbpedia.org/resource/Victor_Miller_(writer) 352
http://dbpedia.org/resource/Category:Films_directed_by_Frank_Oz 353
http://dbpedia.org/resource/Robert_Forster 354
http://dbpedia.org/resource/Batman_Forever 355
http://dbpedia.org/resource/Love_Affair_(1994_film) 356
http://dbpedia.org/resource/Mob_film 357
http://dbpedia.org/resource/The_Muse_(1999_film) 358
http://dbpedia.org/resource/Robert_Daley_(producer) 359
http://dbpedia.org/resource/Category:Military_courtroom_films 360
http://dbpedia.org/resource/Alain_Dorval 361
http://dbpedia.org/class/yago/WikicatFilmsDirectedByRichardDonner 362
http://dbpedia.org/resource/Midnight_movie 363
http://dbpedia.org/resource/New_wave_music 364
http://dbpedia.org/resource/DVD_region_code 365
http://dbpedia.org/resource/Satyajit_Ray 366
http://dbpedia.org/resource/List_of_Irish_films 367
http://dbpedia.org/resource/Peter_Menzies_Jr. 368
http://dbpedia.org/resource/Warner_Bros._Records 369
http://dbpedia.org/resource/Harold_Arlen 370
http://dbpedia.org/resource/The_Deer_Hunter 371
http://dbpedia.org/resource/Tagline 372
http://dbpedia.org/resource/California 373
http://dbpedia.org/resource/%22Crocodile%22_Dundee 374
http://dbpedia.org/resource/List_of_horror_films_of_the_1940s 375
http://dbpedia.org/resource/Gailard_Sartain 376
http://dbpedia.org/resource/Screamers_(1995_film) 377
http://dbpedia.org/resource/Films_considered_the_greatest_ever 378
http://dbpedia.org/resource/Geronimo:_An_American_Legend 379
http://dbpedia.org/resource/List_of_highest-grossing_films_in_Canada_and_the_United_States 380
http://dbpedia.org/resource/Elya_Baskin 381
http://dbpedia.org/resource/Martin_Sheen 382
http://dbpedia.org/resource/Mary_Steenburgen 383
http://dbpedia.org/resource/Final_girl 384
http://dbpedia.org/resource/Category:Film_scores_by_Roy_Webb 385
http://dbpedia.org/resource/Science_fiction 386
http://dbpedia.org/resource/Wilmington,_North_Carolina 387
http://dbpedia.org/resource/Crooklyn 388
http://dbpedia.org/resource/Category:LGBT-related_coming-of-age_films 389
http://dbpedia.org/resource/Terminal_Velocity_(film) 390
http://dbpedia.org/resource/The_Bronx 391
http://dbpedia.org/resource/Chicago_Sun-Times 392
http://dbpedia.org/resource/Category:The_Ladd_Company_films 393
http://dbpedia.org/resource/Award_Theatre 394
http://dbpedia.org/resource/Fandango_(1985_film) 395
http://dbpedia.org/resource/Stewart_Copeland 396
http://dbpedia.org/resource/Halle_Berry 397
http://dbpedia.org/class/yago/WikicatAmericanSexComedyFilms 398
http://dbpedia.org/resource/The_Flintstones_in_Viva_Rock_Vegas 399
http://dbpedia.org/resource/Private_School_(film) 400
http://dbpedia.org/resource/The_Best_Years_of_Our_Lives 401
http://dbpedia.org/resource/Robert_Bolt 402
http://dbpedia.org/resource/Roles_of_mothers_in_Disney_media 403
http://dbpedia.org/resource/Pee-wee's_Big_Adventure 404
http://dbpedia.org/resource/Cliff_Edwards 405
http://dbpedia.org/resource/Ned_Beatty 406
http://dbpedia.org/resource/Full_Metal_Jacket 407
http://dbpedia.org/resource/Shari_Carpenter 408
http://dbpedia.org/resource/GÃ©rard_Brach 409
http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge 410
http://dbpedia.org/resource/Beverly_Hills_Ninja 411
http://dbpedia.org/resource/Visions_of_Light 412
http://dbpedia.org/resource/Steven_Rosenblum 413
http://dbpedia.org/resource/Goldfinger_(film) 414
http://dbpedia.org/resource/Clyde_Kusatsu 415
http://dbpedia.org/class/yago/Wikicat1990sComedyHorrorFilms 416
http://dbpedia.org/resource/Hogan's_Heroes 417
http://dbpedia.org/resource/Category:Universal_Pictures_animated_films 418
http://dbpedia.org/resource/Vampire_in_Brooklyn 419
http://dbpedia.org/resource/Clerks 420
http://dbpedia.org/resource/Patrick_Malahide 421
http://dbpedia.org/resource/Exotica_(film) 422
http://dbpedia.org/resource/Category:Action_adventure_films 423
http://dbpedia.org/resource/Sophie's_Choice_(film) 424
http://dbpedia.org/resource/Tess_Harper 425
http://dbpedia.org/resource/Category:1980s_psychological_thriller_films 426
http://dbpedia.org/resource/Marathon_Man_(film) 427
http://dbpedia.org/resource/Category:Film_soundtracks 428
http://dbpedia.org/resource/Category:1980s_martial_arts_films 429
http://dbpedia.org/resource/Peter_Pan_(1953_film) 430
http://dbpedia.org/resource/Category:1950s_musical_comedy_films 431
http://dbpedia.org/resource/List_of_romantic_comedy_films 432
http://dbpedia.org/resource/Nightwatch_(1997_film) 433
http://dbpedia.org/resource/James_Bond_in_film 434
http://dbpedia.org/resource/Labyrinth_(film) 435
http://dbpedia.org/resource/John_Stephenson_(actor) 436
http://dbpedia.org/resource/Mrs._Miniver_(film) 437
http://dbpedia.org/resource/Michael_Cimino 438
http://dbpedia.org/resource/Martin_Campbell 439
http://dbpedia.org/resource/List_of_people_from_Missouri 440
http://dbpedia.org/resource/Mickey_Goldmill 441
http://dbpedia.org/resource/Vittorio_Storaro_filmography 442
http://dbpedia.org/resource/List_of_United_States_Marines 443
http://dbpedia.org/resource/20th_Century_Fox_Television 444
http://dbpedia.org/resource/Paul_Freeman_(actor) 445
http://dbpedia.org/resource/Theoni_V._Aldredge 446
http://dbpedia.org/resource/Ken_Finkleman 447
http://dbpedia.org/resource/List_of_multimedia_franchises 448
http://dbpedia.org/resource/The_'Burbs 449
http://dbpedia.org/resource/Lawrence_Bender 450
http://dbpedia.org/resource/Category:The_Kennedy/Marshall_Company_films 451
http://dbpedia.org/resource/Pittsburgh_Police 452
http://dbpedia.org/resource/Wayne_Allwine 453
http://dbpedia.org/resource/European_Film_Award_for_Best_Actress 454
http://dbpedia.org/resource/14th_Independent_Spirit_Awards 455
http://dbpedia.org/resource/Category:Jazz_films 456
http://dbpedia.org/resource/Special_edition 457
http://dbpedia.org/resource/Lone_Star_(1996_film) 458
http://dbpedia.org/resource/Meatballs_Part_II 459
http://dbpedia.org/resource/Candy_Candido 460
http://dbpedia.org/resource/Grand_Prix_(Belgian_Film_Critics_Association) 461
http://dbpedia.org/resource/List_of_films:_T 462
http://dbpedia.org/resource/List_of_1997_box_office_number-one_films_in_the_United_Kingdom 463
http://dbpedia.org/resource/Ralph_Rosenblum 464
http://dbpedia.org/resource/Stephen_Semel 465
http://dbpedia.org/resource/New_York_Post 466
http://dbpedia.org/resource/Category:IMAX_films 467
http://dbpedia.org/resource/Category:1970s_LGBT-related_films 468
http://dbpedia.org/resource/List_of_American_films_of_1983 469
http://dbpedia.org/resource/John_Hodge_(screenwriter) 470
http://dbpedia.org/resource/Category:Films_set_in_Kentucky 471
http://dbpedia.org/resource/Tony_Scott 472
http://dbpedia.org/resource/Charles_Wolcott 473
http://dbpedia.org/resource/Pauline_Kael 474
http://dbpedia.org/resource/Joan_Plowright 475
http://dbpedia.org/resource/Combat_in_film 476
http://dbpedia.org/resource/Man_or_Muppet 477
http://dbpedia.org/resource/1988_National_Society_of_Film_Critics_Awards 478
http://dbpedia.org/resource/The_Taming_of_the_Shrew_(1967_film) 479
http://dbpedia.org/resource/John_F._Seitz 480
http://dbpedia.org/resource/Category:Films_shot_in_London 481
http://dbpedia.org/resource/Neil_Patrick_Harris 482
http://dbpedia.org/resource/Kenichi_Ogata_(voice_actor) 483
http://dbpedia.org/resource/Harriet_Walter 484
http://dbpedia.org/resource/List_of_1998_box_office_number-one_films_in_Australia 485
http://dbpedia.org/class/yago/WikicatUnitedStatesNationalFilmRegistryFilms 486
http://dbpedia.org/resource/Bill_Morrison_(comics) 487
http://dbpedia.org/resource/Category:Films_set_in_1958 488
http://dbpedia.org/resource/John_Vernon 489
http://dbpedia.org/resource/Buena_Vista_International 490
http://dbpedia.org/resource/Category:1934_films 491
http://dbpedia.org/resource/Basquiat_(film) 492
http://dbpedia.org/resource/2010_in_home_video 493
http://dbpedia.org/resource/Rick_Baker_(makeup_artist) 494
http://dbpedia.org/class/yago/Wikicat1966Films 495
http://dbpedia.org/resource/M._Butterfly_(film) 496
http://dbpedia.org/resource/Art_Carney 497
http://dbpedia.org/resource/Andrew_Davis_(director) 498
http://dbpedia.org/resource/Claude_Berri 499
http://dbpedia.org/resource/Joe_Pantoliano 500
http://dbpedia.org/resource/Ralph_Sall 501
http://dbpedia.org/resource/Second_weekend_in_box_office_performance 502
